date,placeId,view
2023-10-06,5700766296140868199,288
2023-10-05,5700766296140868199,351
2023-10-04,5700766296140868199,378
2023-10-03,5700766296140868199,317
2023-10-02,5700766296140868199,428
2023-10-01,5700766296140868199,329
2023-09-30,5700766296140868199,86
2023-09-29,5700766296140868199,253
2023-09-28,5700766296140868199,309
2023-09-27,5700766296140868199,378
2023-09-26,5700766296140868199,368
2023-09-25,5700766296140868199,392
2023-09-24,5700766296140868199,372
2023-09-23,5700766296140868199,146
2023-09-22,5700766296140868199,269
2023-09-21,5700766296140868199,354
2023-09-20,5700766296140868199,388
2023-09-19,5700766296140868199,331
2023-09-18,5700766296140868199,386
2023-09-17,5700766296140868199,354
2023-09-16,5700766296140868199,104
2023-09-15,5700766296140868199,317
2023-09-14,5700766296140868199,300
2023-09-13,5700766296140868199,315
2023-09-12,5700766296140868199,330
2023-09-11,5700766296140868199,292
2023-09-10,5700766296140868199,360
2023-09-09,5700766296140868199,123
2023-09-08,5700766296140868199,313
2023-09-07,5700766296140868199,282
2023-09-06,5700766296140868199,306
2023-09-05,5700766296140868199,314
2023-09-04,5700766296140868199,302
2023-09-03,5700766296140868199,218
2023-09-02,5700766296140868199,58
2023-09-01,5700766296140868199,52
2023-08-31,5700766296140868199,67
2023-08-30,5700766296140868199,314
2023-08-29,5700766296140868199,290
2023-08-28,5700766296140868199,328
2023-08-27,5700766296140868199,330
2023-08-26,5700766296140868199,131
2023-08-25,5700766296140868199,134
2023-08-24,5700766296140868199,172
2023-08-23,5700766296140868199,101
2023-08-22,5700766296140868199,123
2023-08-21,5700766296140868199,112
2023-08-20,5700766296140868199,137
2023-08-19,5700766296140868199,84
2023-08-18,5700766296140868199,98
2023-08-17,5700766296140868199,131
2023-08-16,5700766296140868199,149
2023-08-15,5700766296140868199,180
2023-08-14,5700766296140868199,186
2023-08-13,5700766296140868199,174
2023-08-12,5700766296140868199,78
2023-08-11,5700766296140868199,98
2023-08-10,5700766296140868199,142
2023-08-09,5700766296140868199,117
2023-08-08,5700766296140868199,142
2023-08-07,5700766296140868199,172
2023-08-06,5700766296140868199,172
2023-08-05,5700766296140868199,109
2023-08-04,5700766296140868199,229
2023-08-03,5700766296140868199,143
2023-08-02,5700766296140868199,146
2023-08-01,5700766296140868199,219
2023-07-31,5700766296140868199,143
2023-07-30,5700766296140868199,184
2023-07-29,5700766296140868199,88
2023-07-28,5700766296140868199,254
2023-07-27,5700766296140868199,228
2023-07-26,5700766296140868199,280
2023-07-25,5700766296140868199,275
2023-07-24,5700766296140868199,205
2023-07-23,5700766296140868199,251
2023-07-22,5700766296140868199,110
2023-07-21,5700766296140868199,179
2023-07-20,5700766296140868199,207
2023-07-19,5700766296140868199,268
2023-07-18,5700766296140868199,337
2023-07-17,5700766296140868199,282
2023-07-16,5700766296140868199,241
2023-07-15,5700766296140868199,92
2023-07-14,5700766296140868199,251
2023-07-13,5700766296140868199,255
2023-07-12,5700766296140868199,277
2023-07-11,5700766296140868199,286
2023-07-10,5700766296140868199,274
2023-07-09,5700766296140868199,283
2023-07-08,5700766296140868199,98
2023-07-07,5700766296140868199,225
2023-07-06,5700766296140868199,307
2023-07-05,5700766296140868199,257
2023-07-04,5700766296140868199,328
2023-07-03,5700766296140868199,302
2023-07-02,5700766296140868199,288
2023-07-01,5700766296140868199,100
2023-06-30,5700766296140868199,196
2023-06-29,5700766296140868199,244
2023-06-28,5700766296140868199,291
2023-06-27,5700766296140868199,271
2023-06-26,5700766296140868199,266
2023-06-25,5700766296140868199,231
2023-06-24,5700766296140868199,109
2023-06-23,5700766296140868199,194
2023-06-22,5700766296140868199,274
2023-06-21,5700766296140868199,263
2023-06-20,5700766296140868199,315
2023-06-19,5700766296140868199,300
2023-06-18,5700766296140868199,252
2023-06-17,5700766296140868199,94
2023-06-16,5700766296140868199,132
2023-06-15,5700766296140868199,279
2023-06-14,5700766296140868199,273
2023-06-13,5700766296140868199,336
2023-06-12,5700766296140868199,279
2023-06-11,5700766296140868199,255
2023-06-10,5700766296140868199,84
2023-06-09,5700766296140868199,204
2023-06-08,5700766296140868199,261
2023-06-07,5700766296140868199,338
2023-06-06,5700766296140868199,274
2023-06-05,5700766296140868199,360
2023-06-04,5700766296140868199,294
2023-06-03,5700766296140868199,166
2023-06-02,5700766296140868199,224
